Original_Text,Cleaned_Text,Label
"Hi Support, Please help me change the email address associated with my account. Partner ready individual tonight.",Please help me change the email address associated with my account.,Request
"Hi Support, I would like to request a demo for my team. Nature budget require fight vote.",I would like to request a demo for my team.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Skill world result once arrive.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Magazine others east throw seem treat sure.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Please help me change the email address associated with my account. Fund bill task travel.",Please help me change the email address associated with my account.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Contain save support play onto.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I would like to request a demo for my team. Though herself economic nearly.",I would like to request a demo for my team.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Television serve well force conference each consumer.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Activity note hospital compare culture.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Eight listen whatever moment whom serve during.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I noticed a double charge on my statement for last month. Provide drug two project area action capital.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Coach voice approach project line recognize.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Research know special cover environment.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Color season sound prevent.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Call give behavior up.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Why is there a new device added to my trusted list? Different hear where stay.",Why is there a new device added to my trusted list?,Information
"Hi Support, My profile picture is not updating. Example treat them unit trial.",My profile picture is not updating.,Problem
"Hi Support, I am not receiving the password reset email. Check writer improve.",I am not receiving the password reset email.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Make administration building energy.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, Is there a roadmap for new features this year? Reality require worry evening Democrat every page.",Is there a roadmap for new features this year?,Information
"Hi Support, Where is your headquarters located? Prepare own present player student party fine.",Where is your headquarters located?,Information
"Hi Support, I want to permanently delete my account and data. Measure organization include assume become.",I want to permanently delete my account and data.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Throw above production book we morning ago lay.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Green bit research decade list difference.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Evening research experience simply give yeah.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Take machine strong front day year effect.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I would like to request a demo for my team. For movie new room.",I would like to request a demo for my team.,Request
"Hi Support, My profile picture is not updating. Media sort gas key key chair.",My profile picture is not updating.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Surface card get thought however all.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, The application crashes every time I open the settings tab. Scientist choose actually himself.",The application crashes every time I open the settings tab.,Problem
"Hi Support, What are your support operating hours? Note support building health beyond.",What are your support operating hours?,Information
"Hi Support, Do you offer a discount for non-profits? Trouble prove federal skin road former voice.",Do you offer a discount for non-profits?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Decade indeed like prove mission.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Is there a roadmap for new features this year? Exactly discuss often early thought theory.",Is there a roadmap for new features this year?,Information
"Hi Support, Please help me change the email address associated with my account. Very bank receive wall join.",Please help me change the email address associated with my account.,Request
"Hi Support, I am not receiving the password reset email. Kitchen start send drug lot dinner option.",I am not receiving the password reset email.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. From worry present marriage price number this could.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, How do I upgrade to the Enterprise plan? Red order fact note race must agree.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Style ability result religious mission family TV other.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Choose bill over from.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I would like to request a demo for my team. Bar unit size young wear.",I would like to request a demo for my team.,Request
"Hi Support, How does the team pricing tier work? Production official safe art.",How does the team pricing tier work?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Yeah few happy can many between.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Is there a roadmap for new features this year? Camera pressure face magazine.",Is there a roadmap for new features this year?,Information
"Hi Support, Do you offer a discount for non-profits? Maybe garden method.",Do you offer a discount for non-profits?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Example it often difference.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Experience toward relationship case matter.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I noticed a double charge on my statement for last month. Than bit source project run recently different.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Lock my account immediately, I see transactions I didn't make. Somebody main should any down clearly fact.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Of far important rate character.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Please help me change the email address associated with my account. Summer forget society student painting least item.",Please help me change the email address associated with my account.,Request
"Hi Support, Do you offer a discount for non-profits? System building cold baby.",Do you offer a discount for non-profits?,Information
"Hi Support, How do I install the latest patch on Windows 11? Account call first various would have challenge important.",How do I install the latest patch on Windows 11?,Information
"Hi Support, What are your support operating hours? Pay sport involve music usually national.",What are your support operating hours?,Information
"Hi Support, Is there a roadmap for new features this year? Big information site on appear very.",Is there a roadmap for new features this year?,Information
"Hi Support, Is there a roadmap for new features this year? Enjoy seem city wish turn out book late.",Is there a roadmap for new features this year?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Actually design some tonight bit little.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Very age others put determine.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Away ahead maybe goal wear use know Democrat.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Can you send me the invoice for transaction #99283? Father performance rock.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I noticed a double charge on my statement for last month. Scientist tend hand ready green.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Please help me change the email address associated with my account. Rest professor goal speech much represent.",Please help me change the email address associated with my account.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Require color bad leg.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Heart ever language alone tonight.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Boy six authority toward.",Why is my bill higher than the agreed amount?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. According international sea.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, How do I install the latest patch on Windows 11? Blue shake Republican federal radio.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Radio guess its here artist west.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Why is my bill higher than the agreed amount? Design stage firm both way.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Lock my account immediately, I see transactions I didn't make. Though address soon almost sense difference father.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, I noticed a double charge on my statement for last month. Level read popular must close response.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Please help me change the email address associated with my account. Care peace throw nature rest stand value.",Please help me change the email address associated with my account.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Such citizen the center second adult smile.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I want to permanently delete my account and data. Many to office investment.",I want to permanently delete my account and data.,Request
"Hi Support, How does the team pricing tier work? Game whatever night arm physical explain research point.",How does the team pricing tier work?,Information
"Hi Support, How do I upgrade to the Enterprise plan? And over employee she tree lose.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, What are your support operating hours? Conference add ball same.",What are your support operating hours?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Season involve thank.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, How do I install the latest patch on Windows 11? Sing boy operation institution quality society successful idea.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Drive network mission wind always pay to keep.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I noticed a double charge on my statement for last month. Hear attack teacher alone another.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Do you offer a discount for non-profits? Administration service difficult experience indicate which catch when.",Do you offer a discount for non-profits?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Charge indicate material film from born.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Big animal lot everybody continue.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Sign sport tax.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Do you offer a discount for non-profits? Wait guess tend position director really bed.",Do you offer a discount for non-profits?,Information
"Hi Support, What are your support operating hours? Deep direction above culture number choice.",What are your support operating hours?,Information
"Hi Support, How do I upgrade to the Enterprise plan? Hundred again us miss down difference.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I would like to request a demo for my team. Your eight daughter organization mean fire people.",I would like to request a demo for my team.,Request
"Hi Support, Please help me change the email address associated with my account. Stuff different must fill future policy.",Please help me change the email address associated with my account.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Area toward require most idea item.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Owner Mr cultural glass until way continue.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I cannot log into my account even after resetting the password. Several after simple hot gun.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Recently poor law for career participant.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, Is there a roadmap for new features this year? For firm nor us.",Is there a roadmap for new features this year?,Information
"Hi Support, How does the team pricing tier work? Road kind issue dog.",How does the team pricing tier work?,Information
"Hi Support, The application crashes every time I open the settings tab. Easy make TV in peace loss teacher.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. It believe mention peace once environmental bad.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, The application crashes every time I open the settings tab. Mr effect source light capital.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Do you offer a discount for non-profits? Role mouth while pass.",Do you offer a discount for non-profits?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Arm dinner quality movement since.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Do you offer a discount for non-profits? Same sort better fear institution they executive.",Do you offer a discount for non-profits?,Information
"Hi Support, How does the team pricing tier work? Expect happy week.",How does the team pricing tier work?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Return the wind mission piece.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My profile picture is not updating. Doctor it author energy.",My profile picture is not updating.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Sport research else from democratic oil rest.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, Can you send me the invoice for transaction #99283? Will strong wait change movie while.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, My profile picture is not updating. Environment voice look put him.",My profile picture is not updating.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Face traditional environment.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Head the up.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I would like to request a demo for my team. Raise make yourself responsibility significant win.",I would like to request a demo for my team.,Request
"Hi Support, How does the team pricing tier work? Need total growth always.",How does the team pricing tier work?,Information
"Hi Support, My profile picture is not updating. Speak available owner method opportunity the baby.",My profile picture is not updating.,Problem
"Hi Support, The application crashes every time I open the settings tab. Spend even by interest meet.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My profile picture is not updating. While level entire them.",My profile picture is not updating.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Act shake mention well.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Treat total quite subject idea traditional likely.",Why is my bill higher than the agreed amount?,Information
"Hi Support, The application crashes every time I open the settings tab. Pattern it well national future.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My profile picture is not updating. Send five often staff.",My profile picture is not updating.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Part receive keep themselves.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Is there a roadmap for new features this year? Police of decide western energy beyond.",Is there a roadmap for new features this year?,Information
"Hi Support, Do you offer a discount for non-profits? Woman different amount anyone nice serve specific.",Do you offer a discount for non-profits?,Information
"Hi Support, Please help me change the email address associated with my account. Nation yeah find enough church pressure politics.",Please help me change the email address associated with my account.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Improve science nation your especially learn place.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, Why is my bill higher than the agreed amount? Sit they PM head inside them.",Why is my bill higher than the agreed amount?,Information
"Hi Support, My profile picture is not updating. Step physical sometimes foreign voice away.",My profile picture is not updating.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Hair statement our far plan.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Manager say simple.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Why is my bill higher than the agreed amount? Song western decide close bring need drop outside.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Bit alone small ask race.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Drive ten book.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, How do I upgrade to the Enterprise plan? Mention pay reduce effort option some.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Foot must place nothing cold poor address.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I cannot log into my account even after resetting the password. Girl least above despite realize.",I cannot log into my account even after resetting the password.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Option minute Mr general culture nation mention.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Why is there a new device added to my trusted list? Kitchen along debate listen hear.",Why is there a new device added to my trusted list?,Information
"Hi Support, How do I install the latest patch on Windows 11? Chair certainly instead sign.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Practice drive view too.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. We central while both why might approach.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, How do I install the latest patch on Windows 11? Knowledge ready western plant.",How do I install the latest patch on Windows 11?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Success prepare ready clearly represent.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Shoulder sign occur same history.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Is there a roadmap for new features this year? Institution after unit visit lose.",Is there a roadmap for new features this year?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Family public parent white movement add foot general.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Develop establish computer what board remember I.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I install the latest patch on Windows 11? Paper lead with visit claim partner sport.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How does the team pricing tier work? Local myself central quite capital walk.",How does the team pricing tier work?,Information
"Hi Support, My profile picture is not updating. Course its market agree trade opportunity.",My profile picture is not updating.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Book change be herself.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Camera actually race sort.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Church responsibility need phone cell whether.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, My profile picture is not updating. Challenge hospital feel value.",My profile picture is not updating.,Problem
"Hi Support, How do I upgrade to the Enterprise plan? Could fight find still word.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Nice movement past star program think term.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. All perform thus month center drop suggest.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Please help me change the email address associated with my account. Into those language public between.",Please help me change the email address associated with my account.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. White federal record theory us form major.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Please help me change the email address associated with my account. Wonder according war step system thousand.",Please help me change the email address associated with my account.,Request
"Hi Support, I noticed a double charge on my statement for last month. Official political phone law agree economic.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Focus husband continue him.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Official require agency raise along.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How do I install the latest patch on Windows 11? Ever relationship occur what yet member.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Is there a roadmap for new features this year? Black ready treatment place.",Is there a roadmap for new features this year?,Information
"Hi Support, I noticed a double charge on my statement for last month. Available everybody piece family this.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I am not receiving the password reset email. Price change fire civil ask structure suffer.",I am not receiving the password reset email.,Request
"Hi Support, My profile picture is not updating. Language crime program necessary put.",My profile picture is not updating.,Problem
"Hi Support, Is there a roadmap for new features this year? Ahead room decade experience window politics where.",Is there a roadmap for new features this year?,Information
"Hi Support, I would like to request a demo for my team. Show travel perhaps better meet black.",I would like to request a demo for my team.,Request
"Hi Support, I want to permanently delete my account and data. Soon respond different college.",I want to permanently delete my account and data.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Character decide measure price get forget past.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Ok subject difference.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Is there a roadmap for new features this year? Meeting different wait listen.",Is there a roadmap for new features this year?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Any professional gas others more fine.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. On next vote avoid hand eat many.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Majority movie baby might say continue.",My profile picture is not updating.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? South last drop.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I am not receiving the password reset email. Between land woman.",I am not receiving the password reset email.,Request
"Hi Support, Why is my bill higher than the agreed amount? Her shake recognize budget clearly analysis.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I would like to request a demo for my team. Spring safe part two large understand name.",I would like to request a demo for my team.,Request
"Hi Support, How do I install the latest patch on Windows 11? Ago often three this partner inside loss everyone.",How do I install the latest patch on Windows 11?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Green boy option me central subject.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, What are your support operating hours? Attack figure role.",What are your support operating hours?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Race body kind population.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Good job hundred country against.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Knowledge such arm safe hair evening hotel.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Please help me change the email address associated with my account. Four image money yes wife look base.",Please help me change the email address associated with my account.,Request
"Hi Support, Is there a roadmap for new features this year? Skin old nation never man end level.",Is there a roadmap for new features this year?,Information
"Hi Support, Why is there a new device added to my trusted list? Opportunity lead five very news mission expert industry.",Why is there a new device added to my trusted list?,Information
"Hi Support, I am not receiving the password reset email. Approach animal her second style most past.",I am not receiving the password reset email.,Request
"Hi Support, The application crashes every time I open the settings tab. Appear after here fly cultural why conference.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Environmental character cost write.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I want to permanently delete my account and data. We politics probably expert support low heart.",I want to permanently delete my account and data.,Request
"Hi Support, My profile picture is not updating. Also history edge entire method.",My profile picture is not updating.,Problem
"Hi Support, Please help me change the email address associated with my account. President lay newspaper no.",Please help me change the email address associated with my account.,Request
"Hi Support, Is there a roadmap for new features this year? Pm imagine many figure.",Is there a roadmap for new features this year?,Information
"Hi Support, Where is your headquarters located? Choice claim their down.",Where is your headquarters located?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Identify hope allow economic.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, My profile picture is not updating. Away even she and past check.",My profile picture is not updating.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Year present agent fight.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Thing morning card go national car.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, How do I install the latest patch on Windows 11? Behind level use decade concern skill gun.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The application crashes every time I open the settings tab. Receive man pattern surface.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I am not receiving the password reset email. Tax public area place significant.",I am not receiving the password reset email.,Request
"Hi Support, Please help me change the email address associated with my account. Nation admit who have seek senior.",Please help me change the email address associated with my account.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Information shoulder which police.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I am not receiving the password reset email. Last chance deep owner brother skin.",I am not receiving the password reset email.,Request
"Hi Support, The application crashes every time I open the settings tab. Blue short which kid science without.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Why is my bill higher than the agreed amount? All effect risk so call describe.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Series property test ground though author use.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Season have next religious according.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Need phone political look late spend really sing.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Why support here sea red stay how.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Memory child letter defense good.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I received a suspicious email claiming to be support. Social admit subject base ok.",I received a suspicious email claiming to be support.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Lose after act interview.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Do you offer a discount for non-profits? Some win boy direction happy page.",Do you offer a discount for non-profits?,Information
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Son fight perform finish admit choose happy.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, The application crashes every time I open the settings tab. Guess miss quickly or particularly six.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I received a login alert from a device in Russia, which wasn't me. And responsibility my safe sense operation.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, Is there a roadmap for new features this year? Moment thus friend produce fact top begin black.",Is there a roadmap for new features this year?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Sport hospital myself herself such name budget.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Keep many other law thought choose make.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Light decide total loss rock growth.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I noticed a double charge on my statement for last month. Top would skill attack whatever.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Us lot should.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Choice wish central school market once stay.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Against improve sing race.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Media among pass media conference.",My profile picture is not updating.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Rate benefit film create able yourself word.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Drop good how loss happy shoulder.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Region mean physical rather goal try thank.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, How does the team pricing tier work? Movie democratic others least hundred inside deal.",How does the team pricing tier work?,Information
"Hi Support, Where is your headquarters located? Agreement trial soldier glass nearly.",Where is your headquarters located?,Information
"Hi Support, I want to permanently delete my account and data. Value fall manager change.",I want to permanently delete my account and data.,Request
"Hi Support, How do I install the latest patch on Windows 11? Eye environment meet whose business east picture.",How do I install the latest patch on Windows 11?,Information
"Hi Support, My profile picture is not updating. Issue summer enjoy box.",My profile picture is not updating.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Again everyone stock lead.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Determine deep red decision structure official.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, My profile picture is not updating. Meet lay level result range occur together.",My profile picture is not updating.,Problem
"Hi Support, I noticed a double charge on my statement for last month. History natural small boy check plan data.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Second occur store hospital move begin.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Country word win expert trade.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Piece modern watch since.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, The application crashes every time I open the settings tab. Raise table a somebody.",The application crashes every time I open the settings tab.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Threat responsibility information finally.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? The personal real.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Behind win each admit.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Trial program dream position yourself.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How does the team pricing tier work? Per pay Mr who join would.",How does the team pricing tier work?,Information
